id,first_name,last_name,email,gender,date_of_birth,study,ganghood,sport,graduation_year
114-2254,Jayson,BRETON,jbreton@uni.edu,Male,31/10/1997,Litterature & Linguistics,,,2022
116-1417,Melody,BERARD,mberard@uni.edu,Genderqueer,02/12/1996,Engineering,,,2023
117-8500,Lola,GOWAN,lgowan@uni.edu,Male,21/03/1998,Architecture,,Basketball,2024
117-3922,Hercule,SPAT,hspat@uni.edu,Bigender,30/09/1998,Business Administration,,Rowing,2024
114-6920,Ahmad,SHEALS,asheals@uni.edu,Male,18/11/1997,Biotechnology,,Tennis,2024
116-5378,Dolli,MULLINGER,dmullinger@uni.edu,Male,05/07/1997,Biotechnology,,Tennis,2022
119-9445,Delmer,OUTRAM,doutram@uni.edu,Agender,09/01/1997,Chemistry,Delta Magnus,,2022
112-9314,Tim,AULTON,taulton@uni.edu,Male,05/05/1996,Engineering,,,2023
118-3376,Shandee,STRASE,sstrase@uni.edu,Male,25/02/1996,History,,,2022
114-6092,Shelba,WAADENBURG,swaadenburg@uni.edu,Male,19/03/1996,Psychology,,,2024
118-9045,Louisette,HEYNEN,lheynen@uni.edu,Male,26/04/1998,Finance,,,2022
118-2162,Elissa,FERIER,eferier@uni.edu,Female,01/03/1996,Law,,Hockey,2022
112-3134,Roxy,ROO,rroo@uni.edu,Female,30/06/1997,Physics,,Cheerleading,2024
112-3085,Skipper,STAINES,sstaines@uni.edu,Male,28/01/1998,Physics,Delta Magnus,,2023
111-9648,Antonetta,COOKE,acooke@uni.edu,Female,06/11/1997,History,,Tennis,2023
117-3809,Brady,BRANCHET,bbranchet@uni.edu,Female,01/11/1997,History,,,2024
115-4281,Stan,DOMMETT,sdommett@uni.edu,Male,03/05/1997,Law,,,2023
114-1880,Trixy,BILSBORROW,tbilsborrow@uni.edu,Male,17/12/1998,Art & Culture,,Martial Arts,2023
119-7212,Dasya,SIMEK,dsimek@uni.edu,Female,29/03/1996,Mathematics,,Cheerleading,2022
112-9954,Tana,AMOTT,tamott@uni.edu,Female,28/07/1998,Medicine,Beta Mu,Martial Arts,2022
117-6331,Sadye,HEKKERT,shekkert@uni.edu,Male,01/01/1998,Law,,Football,2022
113-9656,Brittani,HULLY,bhully@uni.edu,Female,20/09/1996,Litterature & Linguistics,,,2024
119-8408,Ruthie,DUNNAWAY,rdunnaway@uni.edu,Male,24/05/1997,Law,,,2024
115-9843,Olag,DUFFY,oduffy@uni.edu,Male,26/05/1996,Journalism,,Basketball,2022
114-7452,Zahara,KEMITT,zkemitt@uni.edu,Male,05/09/1997,Gastronomy,,,2024
115-1925,Annis,GAITLEY,agaitley@uni.edu,Female,25/05/1996,Medicine,,,2022
112-3301,Raphaela,PAPIS,rpapis@uni.edu,Male,24/09/1997,Biotechnology,,,2023
113-4845,Grace,EVERINGHAM,geveringham@uni.edu,Female,02/08/1998,Psychology,,,2022
112-8627,Wynne,MITHON,wmithon@uni.edu,Male,05/06/1997,Law,,,2023
116-3863,Lilly,ROSENBARG,lrosenbarg@uni.edu,Female,13/05/1996,Computer Science,Tau Picore,,2022
118-7102,Tony,ALBERTI,talberti@uni.edu,Male,27/12/1997,Gastronomy,,Martial Arts,2022
116-8519,Sandy,DORSEY,sdorsey@uni.edu,Female,19/02/1998,Tourism & Catering,,,2022
118-4221,Prent,MCPHEE,pmcphee@uni.edu,Male,23/02/1996,Law,,,2024
112-1990,Bridget,BUNTINE,bbuntine@uni.edu,Female,26/04/1997,History,,,2024
114-8996,Bordy,GAITSKILL,bgaitskill@uni.edu,Male,23/12/1998,Medicine,,,2024
117-6247,Marjy,EVETT,mevett@uni.edu,Female,02/09/1996,Litterature & Linguistics,,Hockey,2022
118-1381,Leia,RENNEY,lrenney@uni.edu,Male,16/12/1998,Tourism & Catering,,Soccer,2024
117-6900,Stacy,SPENCELEY,sspenceley@uni.edu,Male,22/03/1997,IT,,,2023
114-1042,Cornell,NUSCHKE,cnuschke@uni.edu,Bigender,08/01/1996,Law,,Soccer,2023
115-6386,Yoshi,IIANNONI,yiiannoni@uni.edu,Male,28/12/1996,History,,,2024
114-4438,Matthew,ROSENBUSCH,mrosenbusch@uni.edu,Male,01/03/1997,Gastronomy,,,2024
114-2996,Bridgette,WHORLOW,bwhorlow@uni.edu,Male,23/06/1996,Law,,,2023
111-2878,Isac,SHADDICK,ishaddick@uni.edu,Female,23/12/1997,History,,,2022
113-1325,Jacquelynn,BOLUS,jbolus@uni.edu,Male,06/07/1996,Computer Science,,,2024
115-2605,Eunice,WISDISH,ewisdish@uni.edu,Male,21/09/1997,Law,Beta Mu,,2024
111-3365,Jan,COWNDEN,jcownden@uni.edu,Female,27/05/1997,Psychology,Epsilon,,2022
113-2696,Tobe,BLAKELOCK,tblakelock@uni.edu,Female,24/08/1997,Chemistry,,,2022
116-3685,Kirstyn,DENY,kdeny@uni.edu,Female,11/07/1998,Mathematics,,Swimming,2024
118-3851,Cosimo,HUTFIELD,chutfield@uni.edu,Female,04/08/1997,Chemistry,,,2022
118-8167,Chaddie,SAYE,csaye@uni.edu,Male,15/10/1998,Biotechnology,Pi Gamma Rho,,2023
117-8286,Ignatius,MATEU,imateu@uni.edu,Female,31/07/1996,Chemistry,,,2022
119-4950,Ede,DUFER,edufer@uni.edu,Male,08/11/1996,Engineering,,Swimming,2023
113-1718,Renate,CODLING,rcodling@uni.edu,Female,05/05/1998,Physics,,Basketball,2024
116-1943,Golda,MACMICKAN,gmacmickan@uni.edu,Male,14/05/1996,Biotechnology,,,2022
112-7567,Ade,FENELOW,afenelow@uni.edu,Female,08/03/1997,History,Nu Phi Lambda,Rowing,2022
117-7463,Curran,WALLEN,cwallen@uni.edu,Male,15/02/1998,Journalism,,Soccer,2024
113-6864,Sheeree,PENNELLS,spennells@uni.edu,Female,05/03/1997,Computer Science,,,2023
112-1734,Lily,SNODDON,lsnoddon@uni.edu,Male,21/04/1996,Computer Science,,Football,2024
112-9542,Ev,JERAMS,ejerams@uni.edu,Male,03/12/1996,Biotechnology,,Soccer,2023
111-8059,Roanna,WILLETS,rwillets@uni.edu,Female,16/11/1996,Law,,,2023
115-6931,Hannie,L'EPISCOPI,hlepiscopi@uni.edu,Female,26/01/1998,Psychology,,Hockey,2024
113-7145,Hardy,HAVIS,hhavis@uni.edu,Female,29/09/1998,Medicine,,Soccer,2023
115-8956,Gradeigh,ST ANGEL,gstangel@uni.edu,Genderqueer,12/03/1996,Tourism & Catering,,Gymnastics,2022
114-6883,Eba,EXALL,eexall@uni.edu,Bigender,25/01/1996,Business Administration,,,2023
115-7311,Orton,GAW,ogaw@uni.edu,Male,25/01/1996,Engineering,,,2022
111-1997,Gaylord,PRINNE,gprinne@uni.edu,Female,13/12/1996,History,,,2022
112-5031,Heindrick,HAWKRIDGE,hhawkridge@uni.edu,Female,03/06/1997,Tourism & Catering,Kappa Xi,Cheerleading,2023
115-9098,Franklyn,JENDAS,fjendas@uni.edu,Male,02/06/1997,Medicine,,Tennis,2022
112-5395,Oliviero,GERCKE,ogercke@uni.edu,Male,06/08/1998,History,,,2024
117-1735,Mallory,GIOVANNACCI,mgiovannacci@uni.edu,Male,29/08/1997,Engineering,,Soccer,2022
118-1534,Jeffie,COCKSHOOT,jcockshoot@uni.edu,Male,13/11/1996,Gastronomy,Epsilon,,2022
116-4335,Gerti,FROSSELL,gfrossell@uni.edu,Non-binary,16/08/1998,IT,Zeta Omega,,2022
111-7092,Salli,CROWCOMBE,scrowcombe@uni.edu,Male,15/11/1997,Finance,,,2023
116-7803,Thatch,MERYETT,tmeryett@uni.edu,Male,19/02/1997,Art & Culture,,Tennis,2022
111-8203,Tonye,OVERELL,toverell@uni.edu,Male,30/10/1997,Mathematics,Pi Gamma Rho,,2023
115-2965,Meade,PENTELOW,mpentelow@uni.edu,Male,14/04/1998,Agronomy,,,2022
118-3593,Barbee,RUFFELL,bruffell@uni.edu,Bigender,06/08/1998,Gastronomy,,Gymnastics,2024
117-2374,Stephani,MOREMAN,smoreman@uni.edu,Female,09/06/1996,Chemistry,,Basketball,2024
111-5345,Sheff,DEBNAM,sdebnam@uni.edu,Male,20/10/1998,Psychology,,Football,2022
118-3444,Tobi,KERWICK,tkerwick@uni.edu,Female,03/07/1996,Gastronomy,,Track & Field,2023
117-1512,Irita,KESLEY,ikesley@uni.edu,Bigender,17/11/1996,Computer Science,,Hockey,2023
112-2099,Sisile,SKEDGELL,sskedgell@uni.edu,Genderfluid,03/03/1997,Tourism & Catering,,Volleyball,2022
115-1899,Erinn,ZANIOLETTI,ezanioletti@uni.edu,Female,08/10/1996,IT,,,2023
116-2229,Marleah,MCKIMM,mmckimm@uni.edu,Female,26/12/1998,Psychology,,,2022
118-8711,Axe,RAMBERG,aramberg@uni.edu,Male,05/10/1996,IT,Delta Magnus,,2023
111-1783,Mirabel,ABLESON,mableson@uni.edu,Male,30/07/1996,Engineering,,Tennis,2023
113-6291,Rodrick,RICHIE,rrichie@uni.edu,Male,02/08/1998,History,Nu Phi Lambda,,2022
117-8786,Salem,TEJADA,stejada@uni.edu,Male,20/03/1997,IT,,Track & Field,2022
118-6962,Findley,BEARWARD,fbearward@uni.edu,Male,07/05/1998,Gastronomy,Nu Phi Lambda,Martial Arts,2024
115-6776,Catharina,KAVENEY,ckaveney@uni.edu,Male,22/05/1998,Chemistry,,Volleyball,2023
113-1263,Rinaldo,PYZER,rpyzer@uni.edu,Female,08/03/1996,Medicine,,,2024
113-6539,Jo,STENETT,jstenett@uni.edu,Female,13/06/1998,Law,,Hockey,2023
112-8368,Sibeal,GUTRIDGE,sgutridge@uni.edu,Female,24/11/1997,IT,,Cheerleading,2023
111-9051,Ekaterina,LABROM,elabrom@uni.edu,Male,25/03/1996,IT,,,2023
116-6689,Julianna,KOWALSKI,jkowalski@uni.edu,Male,02/11/1997,Gastronomy,,Swimming,2022
112-8676,Trula,CRASTER,tcraster@uni.edu,Non-binary,04/10/1998,History,,,2022
117-8319,Ailene,KARYS,akarys@uni.edu,Non-binary,13/07/1998,IT,,,2022
117-7983,Spenser,ESCALERA,sescalera@uni.edu,Male,11/11/1996,Engineering,,,2023
119-4689,Consolata,GARTIN,cgartin@uni.edu,Male,19/07/1996,Litterature & Linguistics,,Football,2024
118-7190,Merwyn,GREENSTED,mgreensted@uni.edu,Male,16/08/1998,Physics,,Hockey,2023
119-4069,Abigael,PEARLE,apearle@uni.edu,Female,20/09/1998,Litterature & Linguistics,,,2022
112-1062,Dora,GEORG,dgeorg@uni.edu,Female,18/04/1996,Litterature & Linguistics,,,2024
116-3672,Irita,DAVYDOCHKIN,idavydochkin@uni.edu,Male,27/11/1997,Biotechnology,,,2022
112-4552,Bernadette,MIZEN,bmizen@uni.edu,Female,21/04/1996,Litterature & Linguistics,,,2024
114-1938,Giuditta,ADOLFSON,gadolfson@uni.edu,Female,06/08/1996,Chemistry,,,2024
119-8893,Olivier,YALLOWLEY,oyallowley@uni.edu,Male,08/05/1998,Biotechnology,,,2023
115-8292,Estrellita,CORNELIUS,ecornelius@uni.edu,Polygender,18/08/1998,Computer Science,,,2024
117-3564,Orbadiah,GIRKINS,ogirkins@uni.edu,Male,21/06/1996,IT,,,2024
113-8789,Eduardo,HUTCHINGS,ehutchings@uni.edu,Female,21/07/1996,History,,,2023
112-6014,Irita,SNOWBALL,isnowball@uni.edu,Female,26/03/1996,Chemistry,,Rowing,2022
118-2148,Tedra,DUNABIE,tdunabie@uni.edu,Female,13/04/1997,Art & Culture,,,2024
119-9003,Melany,FISHLEY,mfishley@uni.edu,Female,10/12/1996,Agronomy,,,2023
114-4700,Ardelia,VASILJEVIC,avasiljevic@uni.edu,Male,08/07/1998,Biotechnology,,,2024
113-9710,Berni,WHITHAM,bwhitham@uni.edu,Female,15/02/1997,Gastronomy,,,2023
113-5421,Stanfield,PHILIPPSOHN,sphilippsohn@uni.edu,Female,03/09/1996,Art & Culture,Beta Mu,,2024
114-1148,Arlen,GODBOLD,agodbold@uni.edu,Female,07/05/1996,Psychology,,Rowing,2023
119-2843,Seward,MUTTITT,smuttitt@uni.edu,Male,12/10/1997,Journalism,Kappa Xi,Basketball,2024
115-7961,Marilyn,DENKIN,mdenkin@uni.edu,Female,18/03/1997,Medicine,,,2023
115-4287,Reade,LUDMANN,rludmann@uni.edu,Male,03/09/1997,History,,Basketball,2023
113-2480,Caren,SWAINSTON,cswainston@uni.edu,Female,02/05/1998,Journalism,Kappa Xi,,2024
114-5584,Kalila,STRUIJS,kstruijs@uni.edu,Female,05/08/1997,Finance,,,2024
119-6273,Nikos,ILLES,nilles@uni.edu,Female,23/10/1998,Litterature & Linguistics,,,2024
113-7097,Titus,HINDRICK,thindrick@uni.edu,Male,12/06/1997,Journalism,,Football,2022
111-9655,Dudley,BLACKSHAW,dblackshaw@uni.edu,Male,21/01/1997,Chemistry,,Martial Arts,2022
116-8976,Liv,HULLAH,lhullah@uni.edu,Female,05/06/1998,Medicine,,,2022
116-4847,Ewen,DUFF,eduff@uni.edu,Male,18/07/1998,Finance,,Swimming,2024
118-5409,Hestia,ROLFS,hrolfs@uni.edu,Female,25/06/1998,Litterature & Linguistics,,Hockey,2024
113-2180,Demeter,DOUGHARTY,ddougharty@uni.edu,Male,15/09/1998,History,,Football,2023
115-1384,Lane,BARRASSE,lbarrasse@uni.edu,Male,19/07/1996,Computer Science,,,2024
114-9787,Caesar,MAXFIELD,cmaxfield@uni.edu,Female,17/10/1998,Chemistry,,,2023
112-1545,Kass,SYALVESTER,ksyalvester@uni.edu,Male,11/02/1998,Medicine,,,2024
111-1577,Gigi,LEDNER,gledner@uni.edu,Female,10/08/1998,Agronomy,Epsilon,Soccer,2024
114-6294,Roobbie,SPRAGGE,rspragge@uni.edu,Female,06/04/1998,Medicine,,,2022
118-6747,Hillery,PITHERICK,hpitherick@uni.edu,Genderqueer,20/04/1996,Finance,,Hockey,2023
118-1568,Haven,ROSE,hrose@uni.edu,Male,24/10/1996,Mathematics,,,2023
115-5117,Leonora,TALKINGTON,ltalkington@uni.edu,Female,30/04/1996,Psychology,,,2023
116-5531,Fiorenze,CRISTOFOL,fcristofol@uni.edu,Female,24/08/1998,Engineering,,Soccer,2022
114-6480,Mortimer,ASPLE,masple@uni.edu,Female,10/12/1996,Biotechnology,Kappa Xi,Hockey,2024
114-8806,Britt,GIORIO,bgiorio@uni.edu,Female,09/03/1996,Medicine,,,2024
116-2936,Madalena,COMETSON,mcometson@uni.edu,Female,15/08/1997,Architecture,,,2023
119-2086,Beatriz,LIVETT,blivett@uni.edu,Genderfluid,25/03/1996,Engineering,,,2024
116-3599,Morgan,SHAXBY,mshaxby@uni.edu,Female,03/08/1997,Medicine,,Cheerleading,2024
119-8673,Innis,CHARLOTTE,icharlotte@uni.edu,Male,29/10/1998,Agronomy,,,2024
115-5544,Annora,KAPLAN,akaplan@uni.edu,Male,23/04/1996,Medicine,Delta Magnus,,2022
115-3196,Inness,PARADES,iparades@uni.edu,Female,01/08/1997,Tourism & Catering,,,2023
116-9565,Janessa,DRIFFE,jdriffe@uni.edu,Female,28/08/1998,Chemistry,,,2024
116-1873,Em,MCKENNA,emckenna@uni.edu,Male,21/05/1997,Litterature & Linguistics,,,2022
111-5954,Audie,ARMISTEAD,aarmistead@uni.edu,Male,24/08/1998,Agronomy,,Martial Arts,2022
111-2513,Tadd,KLIMCZAK,tklimczak@uni.edu,Female,03/12/1997,Psychology,,Cheerleading,2024
112-5609,Zola,GIACOPINI,zgiacopini@uni.edu,Female,14/12/1997,Physics,,,2023
111-4022,Elysha,KNIGHTSBRIDGE,eknightsbridge@uni.edu,Male,03/02/1997,Mathematics,,,2022
119-8818,Wayne,VERECKER,wverecker@uni.edu,Polygender,06/11/1997,Tourism & Catering,,,2022
111-5098,Hans,MARTELL,hmartell@uni.edu,Male,26/12/1997,Gastronomy,,Martial Arts,2023
112-2172,Boyd,JIZHAKI,bjizhaki@uni.edu,Male,02/11/1998,Litterature & Linguistics,,Football,2023
115-7094,Neilla,FOWLER,nfowler@uni.edu,Agender,11/02/1998,Journalism,,Rowing,2023
118-2000,Kally,REINHARDT,kreinhardt@uni.edu,Genderfluid,28/10/1996,Computer Science,,,2024
116-7105,Anselm,ARCHBALD,aarchbald@uni.edu,Male,10/08/1997,Biotechnology,,,2022
114-5888,Griswold,ADDIONISIO,gaddionisio@uni.edu,Male,24/07/1997,Law,,Football,2023
111-8748,Grover,FORTIN,gfortin@uni.edu,Female,24/03/1997,Art & Culture,,,2024
111-8395,Darla,BARDSLEY,dbardsley@uni.edu,Female,16/02/1997,Medicine,Kappa Xi,,2022
116-6914,Elsie,ALLSEBROOK,eallsebrook@uni.edu,Female,24/05/1996,Art & Culture,,Volleyball,2024
113-5309,Cori,MITCHELL,cmitchell@uni.edu,Female,13/01/1997,History,,Tennis,2022
113-7210,Monte,KINGSWOLD,mkingswold@uni.edu,Male,13/07/1997,Computer Science,,Hockey,2023
111-9838,Niven,BAUDE,nbaude@uni.edu,Female,04/10/1998,Tourism & Catering,,Hockey,2024
113-1964,Orbadiah,PROBACK,oproback@uni.edu,Male,06/01/1997,Physics,,,2022
112-9501,Anabal,DUCKWORTH,aduckworth@uni.edu,Female,04/09/1997,IT,,,2023
114-9384,Tally,PRECIOUS,tprecious@uni.edu,Male,24/11/1996,Business Administration,,,2023
117-2130,Ruthe,EDDICOTT,reddicott@uni.edu,Bigender,09/11/1997,IT,,Soccer,2024
115-3601,Arlie,DOBSON,adobson@uni.edu,Agender,04/12/1997,History,,,2024
113-2189,Hashim,KIRLIN,hkirlin@uni.edu,Genderqueer,28/05/1998,Chemistry,,Rowing,2024
118-2335,Davy,PERONE,dperone@uni.edu,Female,24/12/1997,Medicine,,,2023
113-8724,Axel,DWELLEY,adwelley@uni.edu,Female,24/09/1996,Architecture,,Tennis,2022
115-2686,Malissia,ANDRES,mandres@uni.edu,Genderfluid,23/11/1998,Engineering,,,2022
116-7054,Stevena,SHENTON,sshenton@uni.edu,Female,04/07/1997,History,,,2024
118-6032,Nelly,TILMOUTH,ntilmouth@uni.edu,Polygender,18/06/1996,Business Administration,,Hockey,2023
113-2555,Marin,MICHEAU,mmicheau@uni.edu,Female,27/05/1997,Mathematics,,Soccer,2024
114-2109,Raquel,MCARDELL,rmcardell@uni.edu,Female,08/06/1998,Medicine,,Hockey,2024
113-3448,Nicholle,SAUNDERCOCK,nsaundercock@uni.edu,Female,05/02/1997,Medicine,,,2023
118-5806,Baillie,RAWDALES,brawdales@uni.edu,Male,07/04/1998,Law,,,2024
115-7675,Elisa,LEEUWERINK,eleeuwerink@uni.edu,Male,13/08/1996,Computer Science,,,2024
117-9362,Pacorro,REYNALDS,preynalds@uni.edu,Male,13/04/1997,Chemistry,Tau Picore,,2023
118-4697,Ame,TWIDALE,atwidale@uni.edu,Male,20/01/1996,Gastronomy,,,2022
114-7720,Lida,RAMSBOTHAM,lramsbotham@uni.edu,Female,03/07/1998,Litterature & Linguistics,,,2022
113-5520,Rafe,MILLICHIP,rmillichip@uni.edu,Female,16/07/1996,Psychology,Nu Phi Lambda,Tennis,2022
116-8776,Jarid,ETOCK,jetock@uni.edu,Male,30/05/1996,Litterature & Linguistics,,,2022
111-1424,Roberta,ROYLE,rroyle@uni.edu,Polygender,16/11/1996,Medicine,,,2024
117-9591,Gus,DOWNEY,gdowney@uni.edu,Genderqueer,02/11/1997,IT,Zeta Omega,,2022
116-4706,Kellia,LAXTONNE,klaxtonne@uni.edu,Bigender,09/07/1998,Art & Culture,,,2023
113-2883,Corrie,BROWNETT,cbrownett@uni.edu,Female,10/05/1997,Psychology,,,2024
113-7230,Aundrea,POLDING,apolding@uni.edu,Agender,28/06/1996,Chemistry,,Swimming,2023
115-4901,Gloriane,BAGGALEY,gbaggaley@uni.edu,Female,14/03/1997,Psychology,,Basketball,2022
117-5400,Genni,SMEDLEY,gsmedley@uni.edu,Male,20/12/1996,Gastronomy,,Volleyball,2022
118-8820,Olympie,CHASLES,ochasles@uni.edu,Female,16/12/1998,Chemistry,,,2022
118-9807,Bartolemo,O'HOLLEGAN,bohollegan@uni.edu,Genderqueer,27/11/1997,Journalism,Kappa Xi,Cheerleading,2024
114-3969,Welbie,CARDEW,wcardew@uni.edu,Male,15/10/1996,Tourism & Catering,,Martial Arts,2024
119-5584,Mead,DERISLEY,mderisley@uni.edu,Male,09/02/1998,Law,,,2023
114-1992,Victoria,WINDROSS,vwindross@uni.edu,Female,19/11/1998,Psychology,,,2024
115-3312,Michal,CZAJA,mczaja@uni.edu,Male,11/12/1996,Tourism & Catering,,,2022
117-7317,Chere,BARRY,cbarry@uni.edu,Female,22/09/1996,IT,,Volleyball,2024
112-6491,Tudor,LAWRENCESON,tlawrenceson@uni.edu,Male,08/09/1997,History,,Rowing,2023
118-6932,Celestia,HUGHLIN,chughlin@uni.edu,Female,06/04/1997,Art & Culture,,Volleyball,2024
113-1703,Quincey,PATZELT,qpatzelt@uni.edu,Female,18/03/1998,Tourism & Catering,,Martial Arts,2023
119-5084,Morry,SANDWITH,msandwith@uni.edu,Male,08/11/1997,Tourism & Catering,,Football,2023
117-2745,Gustav,STOBBES,gstobbes@uni.edu,Female,01/11/1997,Physics,Epsilon,Cheerleading,2024
119-2719,Aaron,SHRIMPLIN,ashrimplin@uni.edu,Male,28/06/1998,Chemistry,,Hockey,2024
111-7791,Gerrie,ELLCOCK,gellcock@uni.edu,Female,11/10/1996,IT,,Tennis,2022
115-5130,Brody,FISBY,bfisby@uni.edu,Male,11/06/1996,Computer Science,,,2023
113-8153,Claudina,CALDERON,ccalderon@uni.edu,Female,08/08/1997,Law,,Swimming,2024
111-7855,Margaretta,CRIMMINS,mcrimmins@uni.edu,Male,10/02/1998,Psychology,,,2023
117-1495,Kelsey,MCILVORAY,kmcilvoray@uni.edu,Male,28/03/1997,Computer Science,,,2022
115-5831,Ellis,WANE,ewane@uni.edu,Female,18/08/1996,Business Administration,,Volleyball,2024
113-6677,Nat,PITTENDREIGH,npittendreigh@uni.edu,Female,11/04/1998,Physics,Beta Mu,,2023
111-7282,Trstram,MERRIDAY,tmerriday@uni.edu,Male,20/06/1996,Biotechnology,,,2024
113-7488,Jen,STARBUCKE,jstarbucke@uni.edu,Female,05/09/1997,Art & Culture,,,2022
116-4181,Nixie,COMFORD,ncomford@uni.edu,Female,24/04/1997,History,,Gymnastics,2022
113-3689,Lenette,MOHUN,lmohun@uni.edu,Female,20/08/1997,Engineering,,,2024
116-8900,Livvie,CORRIGAN,lcorrigan@uni.edu,Male,28/01/1998,History,,Basketball,2022
117-1175,Baillie,TREADWAY,btreadway@uni.edu,Female,24/01/1996,History,,,2024
112-7430,Brenn,ALLEWELL,ballewell@uni.edu,Female,24/04/1997,Physics,,,2024
118-6130,Oates,MCLEARY,omcleary@uni.edu,Female,18/03/1996,Mathematics,,,2023
119-6770,Meris,POINTING,mpointing@uni.edu,Female,01/10/1996,Medicine,,,2024
113-7868,Janey,CLIPSON,jclipson@uni.edu,Female,13/07/1997,Architecture,,Soccer,2024
111-6143,Querida,DERHAM,qderham@uni.edu,Male,26/04/1997,Computer Science,Epsilon,,2023
115-9546,Clifford,ESSEX,cessex@uni.edu,Male,17/11/1998,Biotechnology,,,2022
116-6467,Reiko,BIERMAN,rbierman@uni.edu,Male,18/11/1997,Litterature & Linguistics,,,2023
116-2575,Hewet,KYLE,hkyle@uni.edu,Male,07/11/1996,Litterature & Linguistics,,Basketball,2024
112-9196,Ardisj,DUNNICO,adunnico@uni.edu,Male,24/12/1998,History,,,2022
117-5531,Annaliese,MCKENDO,amckendo@uni.edu,Female,01/11/1997,Psychology,,Swimming,2023
111-1993,Kincaid,FRUSHER,kfrusher@uni.edu,Female,18/11/1997,Art & Culture,Epsilon,,2023
116-5868,Lane,LIQUORISH,lliquorish@uni.edu,Genderqueer,12/06/1997,Business Administration,,Soccer,2023
118-5364,Herrick,UNGER,hunger@uni.edu,Female,04/03/1998,Gastronomy,,Volleyball,2023
112-2452,Letitia,COFAX,lcofax@uni.edu,Male,13/12/1997,Litterature & Linguistics,,,2022
114-6715,Lars,TURNOR,lturnor@uni.edu,Male,11/07/1996,Mathematics,,Hockey,2023
115-3570,Maisie,RUFFLE,mruffle@uni.edu,Male,15/01/1996,Physics,,,2024
115-9411,Leelah,ODDE,lodde@uni.edu,Female,21/11/1998,Journalism,,,2022
112-6402,Charisse,DOBESON,cdobeson@uni.edu,Female,16/05/1998,Tourism & Catering,,,2022
118-2222,Viviana,THOROGOOD,vthorogood@uni.edu,Male,24/10/1998,Mathematics,,,2024
118-2324,Doroteya,EBOURNE,debourne@uni.edu,Female,16/10/1997,Art & Culture,,Soccer,2022
114-7657,Gretal,FOLD,gfold@uni.edu,Female,31/12/1998,Litterature & Linguistics,,Gymnastics,2022
113-4762,Pet,WEGMAN,pwegman@uni.edu,Female,08/07/1998,Journalism,,,2022
114-4508,Hillel,CONLAUND,hconlaund@uni.edu,Male,06/01/1996,Computer Science,,,2022
111-2398,Darelle,JAUMET,djaumet@uni.edu,Male,09/05/1998,Tourism & Catering,,,2022
111-8031,Nahum,SOUTHWICK,nsouthwick@uni.edu,Male,08/02/1998,Physics,,Hockey,2022
111-8966,Rorie,FARRENT,rfarrent@uni.edu,Female,14/08/1997,Agronomy,,,2024
117-7402,Gussi,SARRA,gsarra@uni.edu,Female,10/12/1998,Psychology,,,2024
115-8340,Peggie,BATHOWE,pbathowe@uni.edu,Male,28/11/1996,Psychology,,Rowing,2022
117-1857,Gisella,REOLFO,greolfo@uni.edu,Male,08/02/1996,Computer Science,,Track & Field,2022
117-1957,Max,LETHAM,mletham@uni.edu,Female,22/10/1996,Finance,,,2023
111-5505,Vaclav,GERLER,vgerler@uni.edu,Male,11/06/1997,Art & Culture,,Football,2024
119-4769,Albertine,SAMPLE,asample@uni.edu,Female,20/12/1998,Art & Culture,,Tennis,2024
118-5602,Janina,LEWIS,jlewis@uni.edu,Male,09/09/1996,Chemistry,,,2023
119-7929,Kare,BRELLIN,kbrellin@uni.edu,Female,21/01/1997,Business Administration,Beta Mu,Gymnastics,2022
113-8361,Glynda,PELLISSIER,gpellissier@uni.edu,Female,06/07/1997,Art & Culture,,Cheerleading,2022
118-1521,Jeanie,BILYARD,jbilyard@uni.edu,Male,10/09/1998,Litterature & Linguistics,,Football,2024
118-4869,Baryram,WAULKER,bwaulker@uni.edu,Female,26/04/1996,Psychology,,Hockey,2024
115-3462,Sue,JANEK,sjanek@uni.edu,Female,10/02/1996,Architecture,,Cheerleading,2022
111-4248,Vince,TOP,vtop@uni.edu,Male,01/02/1997,History,,Football,2024
116-2711,Maia,RYMELL,mrymell@uni.edu,Female,11/05/1998,Litterature & Linguistics,,,2022
119-8509,Claiborne,OVINGTON,covington@uni.edu,Male,11/05/1998,Journalism,Delta Magnus,,2024
119-1886,Karina,COMELLI,kcomelli@uni.edu,Male,16/08/1998,Law,,,2024
111-9244,Merrill,SOWLE,msowle@uni.edu,Female,15/06/1997,Agronomy,Nu Phi Lambda,Martial Arts,2022
118-2108,Scotty,GUARD,sguard@uni.edu,Male,05/04/1998,Physics,,,2024
114-3174,Elena,RAVILUS,eravilus@uni.edu,Female,06/11/1997,Agronomy,,,2023
119-1831,Teodoor,KOLODZIEJSKI,tkolodziejski@uni.edu,Male,17/03/1997,Law,,Basketball,2024
116-1804,Solly,GUTHRIE,sguthrie@uni.edu,Agender,14/10/1998,Computer Science,,,2024
115-4063,Sibylle,WILDOR,swildor@uni.edu,Female,06/08/1997,Litterature & Linguistics,,Cheerleading,2024
111-8641,Berte,LE NOIR,blenoir@uni.edu,Female,27/08/1997,Journalism,,Swimming,2022
113-4270,Alano,TOME,atome@uni.edu,Male,06/08/1997,Computer Science,,Football,2022
